,metascore,name,console,userscore,date,genre(s),developer,publisher,rating,esrb descriptors,number of online players,special controllers,number of players,official site,franchise
12683,68,One Piece: Unlimited World Red - Deluxe Edition,PS4,5.3,"Aug 25, 2017","Action, General",Ganbarion,Bandai Namco Games,T, , , , , ,One Piece Series
12684,68,Black The Fall,XONE,7.4,"Jul 11, 2017","Action, General",Sand Sailor Studio,Square Enix,T, ,No Online Multiplayer, , , ,
12685,68,Utawarerumono: Mask of Deception,PS4,7.3,"May 23, 2017","Adventure, General, Strategy, Turn-Based",Aqua Plus,Aqua Plus,M, , , , , ,Utawarerumono Series
12686,68,Gundam Versus,PS4,6.5,"Sep 29, 2017","3D, Action, Combat, Fighting, Simulation, Vehicle",Bandai Namco Games,Bandai Namco Games,T, ,Up to 6 Players, , , ,Mobile Suit Gundam Series
12687,68,Seven: The Days Long Gone,PC,7.2,"Dec 1, 2017","Action Adventure, Action RPG, General, Open-World
, Role-Playing",IMGN.PRO,IMGN.PRO, , ,No Online Multiplayer, , , ,
12688,68,Shiness: The Lightning Kingdom,PC,7.2,"Apr 18, 2017","Action RPG, Role-Playing",Enigami,Plug In Digital, , ,No Online Multiplayer, , , ,
12689,68,Star Wars Battlefront II,PS4,1,"Nov 14, 2017","Action, First-Person, Shooter, Tactical",EA DICE,Electronic Arts,T, ,Up to 40 Players, , , ,Star Wars Series
12690,68,MotoGP 17,PS4,2,"Jul 11, 2017","Arcade, Automobile, Racing","Koch Media, Milestone S.r.l",Koch Media,E, ,Up to 12 Players, , , ,MotoGP (Milestone) Series
12691,68,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PC,7.1,"Nov 7, 2017","3D, Action, Adventure, General, Third-Person",Telltale Games,Telltale Games, , , , , , ,Marvel Series
12692,68,Outcast: Second Contact,PC,7,"Nov 14, 2017","Adventure, General",Bigben Games,Bigben Games,T, , , , , ,
12693,68,Skylar & Plux: Adventure on Clover Island,PC,6.4,"May 19, 2017","3D, Action, Platformer",Right Nice Games,Grip Games,E, , , , , ,
12694,68,Yooka-Laylee,PS4,6.1,"Apr 11, 2017","3D, Action, Platformer",Playtonic Games,Team 17,E10+, , , , , ,
12695,68,NBA Playgrounds,PS4,6.3,"May 9, 2017","Arcade, Basketball, Sports, Team",Saber Interactive,Saber Interactive,E, ,2 Players, , , ,
12696,68,FIFA 18,Switch,6.2,"Sep 29, 2017","Sim, Soccer, Sports, Team",EA Vancouver,Electronic Arts,E, ,Up to 22 Players, , , ,FIFA Soccer Series
12697,68,One Piece: Unlimited World Red - Deluxe Edition,Switch,7.2,"Sep 29, 2017","Action, General",Ganbarion,Bandai Namco Games,T, , , , , ,One Piece Series
12698,68,Blitzkrieg 3,PC,2.8,"Jun 2, 2017","General, Historic, Real-Time, Strategy, Tactics","Nival Interactive, Nival",Nival Interactive, , ,Online Multiplayer, , , ,Blitzkrieg Series
12699,68,Light Tracer,PS4,6.8,"Sep 26, 2017","Action, Puzzle",Oasis Games,Oasis Games,E, , ,"Move Required, PlayStation VR Required", , ,
12700,68,911 Operator,PC,7.6,"Feb 24, 2017","Career, Simulation, Virtual",Jutsu Games,PlayWay, , ,No Online Multiplayer, , , ,
12701,68,iO,PS4,tbd,"Feb 14, 2017","Action, Puzzle",Gamious,Gamious,E, , , , , ,
12702,68,The Long Journey Home,PC,7.2,"May 30, 2017","Action Adventure, General",Daedalic Studio West,Daedalic Entertainment, , ,No Online Multiplayer, , , ,
12703,68,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,PS4,6.4,"Oct 10, 2017","3D, Action, Adventure, General, Third-Person",Telltale Games,Telltale Games,T, , , , , ,Marvel Series
12704,68,iO,XONE,tbd,"Feb 14, 2017","Action, Puzzle",Gamious,Gamious,E, , , , , ,
12705,68,Super Beat Sports,Switch,7.1,"Nov 2, 2017","Action, Music, Rhythm",Harmonix Music Systems,Harmonix Music Systems,E, , , , , ,
12706,68,Marvel Heroes Omega,XONE,7.8,"Jun 30, 2017","Massively Multiplayer, Role-Playing",Gazillion,Gazillion,T, , , , ,http://www.marvelheroes.com/,Marvel Series
12707,68,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,PS4,3.3,"Jul 11, 2017","Adventure, Point-and-Click",Telltale Games,Telltale Games,E10+, , , , , ,Minecraft Series
12708,68,Outlast 2,PS4,7.2,"Apr 24, 2017","Action Adventure, Survival",Red Barrels,Red Barrels,M, , , , , ,
12709,68,Solstice Chronicles: MIA,PC,6.8,"Jul 26, 2017","Action u""Shoot-Em-Up"", Shooter, Top-Down",Ironward,Ironward, , ,No Online Multiplayer, , , ,
12710,68,Songbringer,PC,tbd,"Sep 1, 2017","Action Adventure, General",Wizard Fu Games,Wizard Fu Games,T, , , , , ,
12711,68,2Dark,PC,5.3,"Mar 10, 2017","Action Adventure, General",Gloomywood,Gloomywood,M, ,No Online Multiplayer, , , ,
12712,68,Digimon World: Next Order,PS4,6.4,"Jan 31, 2017","Role-Playing, Trainer",B.B.Studio,Bandai Namco Games,E10+, ,No Online Multiplayer, , , ,Digimon Series
12713,68,Sparkle Unleashed,Switch,6,"Dec 25, 2017","Matching, Puzzle",10tons,10tons,E, ,No Online Multiplayer, , , ,
12714,67,Raiders of the Broken Planet,XONE,5.8,"Sep 22, 2017","MOBA, Real-Time, Strategy",Mercury Steam,Mercury Steam,M, ,Up to 5 Players, , , ,
12715,67,Human: Fall Flat,PS4,6.7,"May 9, 2017","Action Adventure, General",No Brakes Games,No Brakes Games,E, , , , , ,
12716,67,JYDGE,Switch,7.2,"Oct 19, 2017","Action u""Shoot-Em-Up"", Shooter, Top-Down",10tons,10tons,T, , , , , ,
12717,67,Danganronpa Another Episode: Ultra Despair Girls,PS4,7.1,"Jun 27, 2017","Action Adventure, General",Spike Chunsoft,NIS America,M, ,No Online Multiplayer, , , ,Danganronpa Series
12718,67,Vikings: Wolves of Midgard,PS4,6.8,"Mar 28, 2017","Action RPG, Role-Playing",Games Farm,Kalypso,M, ,2 Players, , , ,
12719,67,How to Survive 2,PS4,7.1,"Feb 6, 2017","Action Adventure, Survival",505 Games,505 Games,M, ,Up to 4 Players, , , ,
12720,67,WWE 2K18,XONE,4.7,"Oct 13, 2017","Combat, Individual, Sports, Wrestling",Yuke's,2K Games,T, ,Up to 6 Players, , , ,WWE / WWF Series
12721,67,Nine Parchments,PS4,6.7,"Dec 12, 2017","Action RPG, Role-Playing","Frozenbyte, Inc.","Frozenbyte, Inc.",E10+, ,Up to 4 Players, , , ,
12722,67,Batman: The Enemy Within - Episode 2: The Pact,PS4,4.9,"Sep 26, 2017","Adventure, Point-and-Click",Telltale Games,Telltale Games,M, ,No Online Multiplayer, , , ,Batman Series
12723,67,DreamWorks Voltron VR Chronicles,PS4,3.8,"Sep 26, 2017","Action, General",Digital Domain,Digital Domain,E10+, ,No Online Multiplayer,"Move Required, PlayStation VR Required", , ,Voltron Series
12724,67,The Town of Light,PS4,6.1,"Jun 6, 2017","3D, Adventure, First-Person","LKA Interactive, LKA",Wired Productions,M, , , , , ,
12725,67,White Day: A Labyrinth Named School,PS4,6.3,"Aug 22, 2017","Action Adventure, Survival",ROIGAMES Inc.,PQube,T, ,No Online Multiplayer, , , ,
12726,67,The LEGO NINJAGO Movie Video Game,PS4,6.5,"Sep 22, 2017","Action Adventure, General",TT Games,Warner Bros. Interactive Entertainment,E10+, ,No Online Multiplayer, , , ,LEGO Series
12727,67,Neon Chrome,Switch,6.6,"Oct 12, 2017","Action u""Shoot-Em-Up"", Shooter, Top-Down",10tons,10tons,T, , , , , ,
12728,67,Max: The Curse of Brotherhood,PS4,tbd,"Nov 8, 2017","Action Adventure, General",Wired Productions,Wired Productions,E10+, , , , , ,
12729,67,Shiness: The Lightning Kingdom,PS4,7.1,"Apr 18, 2017","Action RPG, Role-Playing",Enigami,Focus Home Interactive,T, , , , , ,
12730,67,Resident Evil 7: biohazard - Banned Footage Vol. 2,PS4,5.6,"Feb 14, 2017","Action Adventure, Survival",Capcom,Capcom,M, , , , , ,Resident Evil Series
12731,67,Elex,PC,6.9,"Oct 17, 2017","Role-Playing, Western-Style",Piranha Bytes,Nordic Games Publishing,M, ,No Online Multiplayer, , , ,
12732,67,Fate/Extella: The Umbral Star,PS4,7,"Jan 17, 2017","3D, Action u""Beat-Em-Up""",Marvelous Inc.,XSEED Games,T, ,No Online Multiplayer, , , ,Fate/ Series
12733,67,Poi: Explorer Edition,Switch,6.5,"Oct 23, 2017","3D, Action, Platformer",PolyKid,PolyKid,E10+, ,No Online Multiplayer, , , ,
12734,67,Disneyland Adventures,XONE,7.4,"Oct 31, 2017","Action Adventure, General",Asobo Studio,Microsoft Game Studios,E10+, , , , , ,
12735,67,Dreamfall Chapters,PS4,6.8,"May 5, 2017","3D, Adventure, Fantasy, Third-Person",Red Thread Games,Red Thread Games, , ,No Online Multiplayer, , ,http://www.kickstarter.com/projects/redthread/dreamfall-chapters-the-longest-journey,Longest Journey Series
12736,67,Shiness: The Lightning Kingdom,XONE,7.3,"Apr 18, 2017","Action RPG, Role-Playing",Enigami,Focus Home Interactive,T, , , , , ,
12737,67,Spintires: Mudrunner,PS4,6.9,"Oct 31, 2017","Civilian, Simulation, Vehicle",Koch Media,Maximum Games,E, ,Up to 4 Players, , , ,
12738,67,MXGP3: The Official Motocross Videogame,PS4,tbd,"Jun 20, 2017","Automobile, Racing, Simulation",Milestone S.r.l,Milestone S.r.l,E, ,Up to 12 Players, , , ,
12739,67,Urban Trial Freestyle 2,3DS,6.3,"Mar 30, 2017","Arcade, Automobile, Racing","Teyon, Tate Multimedia",Tate Multimedia,E10+, , , , , ,
12740,67,Miitopia,3DS,7.7,"Jul 28, 2017","Action, General",Nintendo,Nintendo,E, ,No Online Multiplayer, , , ,
12741,67,Outcast: Second Contact,XONE,tbd,"Nov 7, 2017","Adventure, General",Bigben Games,Maximum Games,T, , , , , ,
12742,54,Top Gun: Hard Lock,X360,3.5,"Mar 6, 2012","Action, Combat, Flight, Simulation",505 Games,505 Games,T,Language Violence, , , ,http://www.topgungame.com/,Top Gun Series
12743,54,Warriors: Legends of Troy,X360,7.3,"Nov 27, 2012","Action, General",Tecmo Koei Canada,Koei Tecmo Games,M,Blood and Gore Violence, , , ,http://www.troy-game.com/,
12744,54,A Valley Without Wind,PC,6.8,"Apr 24, 2012","Action Adventure, Fantasy, General","Arcen Games, LLC","Arcen Games, LLC",T, , , , ,http://www.arcengames.com/w/index.php/games/avww-features,
12745,53,Blades of Time,PS3,7.1,"Mar 6, 2012","Action, General",Gaijin Entertainment,Konami,M,Blood Language Violence,2 Players, ,1 Player,http://www.konami.com/,
12746,53,Law & Order: Legacies,PC,7.5,"Jan 24, 2012","Adventure, General, Miscellaneous",Telltale Games,Telltale Games, , , , , ,http://www.telltalegames.com/lawandorder,Law & Order Series
12747,53,Medal of Honor: Warfighter,X360,5.4,"Oct 23, 2012","Action, Arcade, First-Person, Historic, Modern, Shooter",Danger Close,Electronic Arts,M,Blood Intense Violence Strong Language, , , ,http://www.medalofhonor.com/,Medal of Honor Series
12748,53,Hyperdimension Neptunia mk2,PS3,7.5,"Feb 28, 2012","General, Japanese-Style, Role-Playing","Idea Factory, Compile Heart",NIS America,M, , , ,1 Player,http://nisamerica.com/games/neptunia2/,Hyperdimension Neptunia Series
12749,53,Gemini Wars,PC,6.5,"Jun 8, 2012","Fantasy, Real-Time, Strategy",Camel 101,Camel 101, , , , , ,http://www.geminiwars.com/,
12750,53,Inversion,X360,6.5,"Jun 5, 2012","Action, Arcade, Modern, Shooter, Third-Person",Saber Interactive,Namco Bandai Games,M,Blood and Gore Intense Violence Strong Language Suggestive Themes,16 Players Online Up to 12 Players, ,1-2 Players,http://www.inversion.com/,
12751,53,Dungeon Fighter Live: Fall of Hendon Myre,X360,7.5,"Jul 13, 2012","Fantasy, Massively Multiplayer, Massively Multiplayer Online
, Role-Playing",Nexon,Microsoft Game Studios,T, , , , ,http://dungeonfighter.nexon.net/,
12752,53,Game of Thrones,PS3,5.5,"May 15, 2012","General, Role-Playing, Western-Style","Cyanide, Cyanide Studios",Atlus,M,Blood and Gore Intense Violence Sexual Content Strong Language, , ,1 Player,http://www.gameofthrones-thegame.com/,
12753,52,Realms of Ancient War,X360,5.3,"Sep 19, 2012","Action Adventure, Fantasy, General",Wizarbox,Focus Home Interactive,T,Blood Violence, , , ,http://www.raw-thegame.com/,
12754,52,Krater,PC,7.1,"Jun 12, 2012","Action RPG, Role-Playing",Fatshark AB,Fatshark AB, , , , , ,http:/www.kratergame.com/,
12755,52,South Park: Tenorman's Revenge,X360,7.5,"Mar 30, 2012","Action, General",Other Ocean Interactive,Other Ocean Interactive,M, , , , , ,South Park Series
12756,52,Resident Evil: Operation Raccoon City,PS3,4.8,"Mar 20, 2012","Action, Action Adventure, Arcade, Horror, Sci-Fi, Shooter
, Third-Person",Slant Six,Capcom,M,Blood and Gore Intense Violence Strong Language, , ,1-8 Players,http://www.residentevil.com/reorc/,Resident Evil Series
12757,52,Blades of Time,X360,6.6,"Mar 6, 2012","Action, General",Gaijin Entertainment,Konami,M,Blood Language Violence,2 Players, ,1 Player,http://www.konami.com/,
12758,52,Resident Evil: Operation Raccoon City,X360,4.9,"Mar 20, 2012","Action, Action Adventure, Arcade, Horror, Sci-Fi, Shooter
, Third-Person",Slant Six,Capcom,M,Blood and Gore Intense Violence Strong Language, , ,1-8 Players,http://www.residentevil.com/reorc/,Resident Evil Series
12759,52,Miner Wars 2081,PC,6,"Nov 28, 2012","Action, Combat, Sci-Fi, Shooter, Simulation, Small Spaceship
, Space, Third-Person",Keen Software House Ltd,Keen Software House Ltd, , , , , ,http://www.minerwars.com/,
12760,52,Defenders of Ardania,X360,7.7,"Mar 14, 2012","Defense, General, Real-Time, Strategy",Most Wanted Entertainment,Paradox Interactive,T,Alcohol Reference Fantasy Violence Mild Language Mild Suggestive Themes Partial Nudity, , , ,http://www.facebook.com/DefendersofArdania/,
12761,52,Game of Thrones,X360,5.1,"May 15, 2012","General, Role-Playing, Western-Style","Cyanide, Cyanide Studios",Atlus,M,Blood and Gore Intense Violence Sexual Content Strong Language, , ,1 Player,http://www.gameofthrones-thegame.com/,
12762,52,Rabbids Land,WIIU,5.3,"Nov 18, 2012","Miscellaneous, Party, Party / Minigame",Ubisoft Paris,Ubisoft,E10+,Cartoon Violence Crude Humor Mild Lyrics, , , ,http://www.nintendo.com/games/detail/stqOXk_HZIKPgKHKW9g-59iqsZ6OJSp-,Raving Rabbids  Series
12763,52,NeverDead,X360,5.6,"Jan 31, 2012","Action Adventure, Horror, Survival",Rebellion,Konami,M, ,Up to 4 Players, , ,http://www.konami.com/officialsites/neverdead/,
12764,51,Bird Mania 3D,3DS,6.4,"May 3, 2012","2D, Action, Arcade, Platformer",Teyon,Teyon,E,Mild Fantasy Violence, , ,1 Player,http://www.nintendo.com/games/detail/KILvdspFO7Va-_ugdzs-WltGixwi8AZD,
12765,51,Spy Hunter,VITA,6.8,"Oct 9, 2012","Arcade, Automobile, Driving, Mission-based, Racing",TT Fusion,Warner Bros. Interactive Entertainment,E10+,Mild Language Violence, , , , ,Spy Hunter Series
12766,51,History Legends of War: Patton,X360,6.3,"Nov 6, 2012","General, Historic, Strategy, Turn-Based",Enigma Software Productions,Maximum Games,T,Violence, , , ,http://www.maximumgames.com/,
12767,51,Babel Rising,X360,3.4,"Jun 13, 2012","General, Strategy",Mondo Productions,Ubisoft,E10+,Cartoon Violence, , , ,http://www.ubi.com/US/Games/Info.aspx?pId=10521,
12768,51,Confrontation,PC,5.2,"Apr 4, 2012","Fantasy, General, Real-Time, Strategy",Cyanide,Focus Home Interactive, , , , , ,http://www.confrontation-thegame.com/,
12769,51,Red Johnson's Chronicles - One Against All,X360,tbd,"Sep 12, 2012","Action, Miscellaneous, Puzzle",Lexis Numerique,Namco Bandai Games,M,Blood Sexual Themes Strong Language, , , ,http://www.red-thegame.com/,
12770,50,Funky Barn,WIIU,5.2,"Nov 18, 2012","General, Simulation, Virtual, Virtual Life",Tantalus,505 Games,E,Comic Mischief, , ,1 Player,http://www.nintendo.com/games/detail/UCmoMQa0cuGJu5oAnBfYwPb3J2-NL8oC,
12771,50,Start the Party! Save the World,PS3,tbd,"Mar 6, 2012","Miscellaneous, Party, Party / Minigame",SuperMassive Games,SCEA,E10+, , ,Move Required, , ,
12772,50,Samurai Sword Destiny,3DS,tbd,"Jan 5, 2012","Action, General",UFO Interactive,UFO Interactive,T,Blood Mild Language Violence, , ,1 Player,http://www.nintendo.com/games/detail/--P-3FkN43Nt-yRfheefEMtq0RCFbBIC,
12773,50,NeverDead,PS3,4.9,"Jan 31, 2012","Action Adventure, Horror, Survival",Rebellion,Konami,M,Blood and Gore Intense Violence Language,Up to 4 Players, , ,http://www.konami.com/officialsites/neverdead/,
12774,50,Tryst,PC,6.4,"Sep 14, 2012","Command, Fantasy, General, Real-Time, Strategy",BlueGiant Interactive,BlueGiant Interactive, , ,8 Players Online, , ,www.trystgame.com,
12775,50,Marvel Avengers: Battle for Earth,WIIU,5,"Dec 4, 2012","Action, General",Ubisoft Quebec,Ubisoft,T,Fantasy Violence Mild Suggestive Themes, , , ,http://avengersbattleforearth.us.ubi.com/,Marvel Series
12776,50,Planet Crashers 3DSWare,3DS,4.5,"Jul 26, 2012","Console-style RPG, Role-Playing",Renegade Kid,UTV Ignition Games,E10+,Alcohol Reference Mild Cartoon Violence, , , , ,
12777,49,Dungeon Hunter: Alliance,VITA,6.4,"Feb 15, 2012","Action RPG, Role-Playing",Ubisoft,Ubisoft,T,Blood Violence, , , , ,
12778,49,One Piece: Unlimited Cruise SP 2,3DS,7.3,"Jul 27, 2012","Action, General",Bandai Namco Games,Namco Bandai Games, , , , , , ,
12779,49,Wheels of Destruction: World Tour,PS3,4.3,"Apr 3, 2012","Car Combat, Combat, Driving, Simulation, Vehicle","Gelid Games, Inc.","Gelid Games, Inc.",E10+, , , , ,http://www.thewodgame.com/,
12780,49,Dungeon Twister,PS3,4.3,"Jul 3, 2012","Fantasy, General, Strategy, Turn-Based",Hydravision,Hydravision,T, , , , , ,
12781,49,Saints Row: The Third - Genki Bowl VII,X360,5.6,"Jan 17, 2012","Action, Action Adventure, General, Modern, Open-World",Volition Inc.,THQ,M, , , , , ,Saints Row Series
12782,49,Asphalt: Injection,VITA,5,"Feb 15, 2012","Arcade, Automobile, Driving, General, Racing",Ubisoft,Ubisoft,E10+,Mild Violence Tobacco Reference, , , , ,Asphalt Series
12783,49,Dragon Ball Z for Kinect,X360,2,"Oct 9, 2012","3D, Action, Fighting",Spike,Namco Bandai Games,T,Blood Cartoon Violence Mild Language, ,Kinect Required,1 Player,http://dragonball.namcobandaigames.com/,Dragon Ball Z Series
12784,49,Iron Sky: Invasion,PC,6.2,"Dec 13, 2012","Action, General",Reality Pump,TopWare Interactive, , , , , ,http://www.ironskyinvasion.com/,
12785,49,Ace of Spades,PC,5.1,"Dec 12, 2012","Action, General",Jagex Games Studio,Jagex Games Studio, , , , , ,http://www.aceofspades.com/,
12786,49,Damage Inc.: Pacific Squadron WWII,X360,5.5,"Aug 28, 2012","Action, Flight, Simulation, WWII",Mad Catz,Mad Catz,T,Mild Language Violence, , , ,http://www.damageincthegame.com/,
12787,49,Cannon Fodder 3,PC,5.7,"Feb 9, 2012","General, Military, Real-Time, Strategy", ,Game Factory Interactive, , , , ,1 Player, ,Cannon Fodder Series
12788,48,Fire Pro Wrestling,X360,3.4,"Sep 21, 2012","Action, Combat, Fighting, Individual, Sports, Wrestling",Spike,Microsoft Game Studios,T,Cartoon Violence Mild Suggestive Themes, , , , ,Fire ProWrestling Series
12789,48,Resident Evil: Operation Raccoon City,PC,3.9,"May 18, 2012","Action, Action Adventure, Arcade, Horror, Shooter
, Third-Person",Slant Six,Capcom,M,Blood and Gore Intense Violence Strong Language, , ,1-8 Players,http://www.residentevil.com/reorc/,Resident Evil Series
12790,47,Deep Black: Episode 1,X360,5.4,"Apr 25, 2012","Action, Arcade, General, Modern, Shooter, Third-Person",Biart,505 Games,M,Blood Intense Violence Language Suggestive Themes, , , , ,
12791,47,Risen 2: Dark Waters,PS3,4.5,"Jul 31, 2012","General, Role-Playing",Piranha Bytes,Deep Silver,M,Blood Strong Language Use of Alcohol Violence, , , ,http://www.risen2.com/,Risen Series
12792,47,Naughty Bear: Panic in Paradise,X360,8,"Oct 9, 2012","Action, General",Behaviour Interactive,505 Games,T,Crude Humor Fantasy Violence Violence, , , ,http://www.naughtybearthegame.com/,Naughty Bear Series
12793,47,Bellator: MMA Onslaught,X360,6.4,"Jul 4, 2012","Action, Combat, Fighting, Individual, Sports, Wrestling",Kung Fu Factory,345 Games,T, , , , , ,
12794,46,Carrier Command: Gaea Mission,X360,6.3,"Oct 2, 2012","3D, Adventure, First-Person, Sci-Fi",Bohemia Interactive,Rising Star Games,M,Blood Strong Language Violence, , , ,http://www.carriercommand.com/,
12795,46,One Piece: Unlimited Cruise SP,3DS,7,"Feb 10, 2012","Action, General",Bandai Namco Games,Nintendo, , , , , , ,
12796,45,Tank! Tank! Tank!,WIIU,5.7,"Nov 18, 2012","Action, Car Combat, Combat, Driving, General, Simulation
, Vehicle",Namco Bandai Games,Namco Bandai Games,E10+,Cartoon Violence Comic Mischief, , ,1-4 Players,http://www.nintendo.com/games/detail/t7fFUFJ2Z1_mKYjbmSMH3u6w7bd_4fb7,
